X
2424713
1946494
1802532
1484520
1586240
1751639
1276209
2525512
1779575
1935347
1765674
2087194
1779701
1537187
2000964
1844957
2109503
1505823
2179342
1840202
1966287
1538124
1921098
2362270
1522295
1619581
2610939
2070981
1803387
2172216
2000873
2113979
1287388
2040173
2111755
1529164
1663975
1824664
3376649
2580924
1352697
2479230
797465
790783
738696
2074126
1953163
1638985
1370125
1976960
1794407
1143846
2954041
1771383
1758912
1618872
4984792
1815174
2327560
1384163
4378344
2111895
2036306
1639259
1616559
5862599
1846522
1744157
2501080
2775243
1958672
1339400
1194600
1033924
904063
1222789
1187912
1073628
1356473
1097218
1738182
1019548
967852
1045172
1072574
841150
898448
994257
1144978
890231
1171465
1124333
1101142
1046237
1047752
1206728
943779
1006992
1108666
1199892
990295
1199233
796570
1156742
1070916
1161215
1158004
1161200
1361400
1048628
1145678
1064196
1107592
1140021
2475885
2086559
2102301
1088324
2495363
1264247
2340148
1687294
1908941
5262869
1898513
1734729
1386278
1901604
4945570
1773059
2759371
5314863
2083727
1953634
1313165
1469140
1934702
1664150
2062412
2209906
2943238
1447667
1774756
2579838
2699711
2842555
1745494
1973334
1535184
2027052
2822273
1971620
1531102
1011728
1134532
1476690
801691
927552
797273
1591139
1174202
1209461
1157447
787085
833042
1035555
843451
1302883
2316760
2288693
3866458
1760034
2458409
2406922
2307198
2203631
1349396
837794
1791448
1848640
1981094
1972513
2534167
5599680
2066030
2139891
2134096
2426482
1353247
1781612
1676119
1722067
2146223
1176940
1606679
2050514
2127552
1495700
647979
633853
668026
1462071
1652828
1550814
1846345
2206071
1972073
1939384
2883108
2340340
2389834
3156614
1513010
1918889
1518427
1992717
2397092
1979848
2270523
2534751
2148376
1711356
2222813
1992323
1423666
1732836
1533280
2092114
2092066
1510936
2033136
1495599
2491255
5855730
2165805
1781827
1564380
2943006
2582560
1774555
1583981
2194165
1573868
1777521
2262472
1851604
2846974
2283371
2295274
2104351
1771958
1889238
2700253
2301199
2210168
2378485
1654248
1970927
1586237
1126495
1821292
1336590
1738550
1304495
2130423
1803122
1808077
3044998
1227361
1787134
1570674
2599653
1801507
2120723
1534776
1896680
2287675
1868407
2503310
2284204
1440505
2034184
1933952
1757520
2107470
1519842
1857546
2254827
2319697
2050191
1509807
2319732
1814549
1957221
708262
761582
1117143
1767542
1693970
1234573
1562361
737396
730756
767090
800938
933823
734178
903401
1054080
705412
1623315
877495
1505097
2146428
1778071
1955554
1394516
2132476
2106035
1709567
1328279
2160247
1982778
1985171
1693503
1793020
1560865
688249
726040
757079
708848
683470
1774581
1874312
2202017
1502431
2512651
2051892
1372399
1482983
5101881
1814668
2290636
1315305
2469919
1255224
1612121
2517021
757842
694118
820459
893632
2721701
1889396
1396616
4659301
1787113
1943500
1516623
1749766
2205218
2490066
1979212
1557725
1798300
1775794
1526606
1840042
1786627
2394172
2059734
2031660
5912583
2351133
2253744
1783829
2594266
2258679
2047996
1916540
2328782
2483180
2484766
2551450
2649811
2509396
2371695
2219760
1634439
2491866
2032914
2287863
2534094
2354700
1864657
2393291
1752470
2286342
2594006
2059761
2241803
2689842
2527167
2530014
2582931
2263825
2465417
1980717
2973439
2179345
2348677
2409773
2180837
1771155
2352419
1370685
1962297
2364007
2258335
2525478
2674488
2551383
2841969
1886419
754744
706505
802944
2195307
1994082
2097438
2335802
1979069
1836685
2211290
1502008
2048663
2303205
2370343
2410255
2179984
2020453
2080128
1848636
2755582
1416999
727404
759931
863532
2329157
1923922
2272261
2697831
2139638
2390774
2067636
2282014
2605496
2094464
2214122
1747372
1534220
2789765
2340935
3347994
2203684
2360060
2526584
2470550
1235687
2145047
2269649
1778988
2253629
2153885
3154546
1923037
2109801
2163439
2326299
2384574
2003599
1397560
2373962
2197841
1767245
1349721
1892583
2383740
2145071
2267606
2138184
2810702
2185206
1302226
1502293
1281117
1640269
860405
1059349
919362
867079
1344400
904090
1395078
1259004
1535460
2147222
1019702
2555872
2072340
881678
949812
2204687
2437103
2233967
2187408
2434121
725182
1717304
1613148
1843006
838162
2390463
2177567
2161101
2117311
2568174
2121691
2799826
1970542
2561814
2274798
2050905
2653999
2046956
1893860
2495972
2651958
2180006
2378637
1711572
1396570
1465007
1160830
1434506
1262505
1523217
1457849
1139340
1414788
1673187
916408
1509013
1010978
975666
1553550
1400991
1551326
1877690
1198009
1816986
1642329
1693044
1603469
1091597
1231796
1496764
792985
1654001
1491078
708367
746416
866359
1136682
1140258
658198
1540237
916061
1107984
1831334
1368369
1785355
1890032
1481120
1162201
1184064
1677539
842329
997130
872626
2337674
1869897
2078582
1543056
1872974
1433762
1288825
1049063
1572337
1623156
870887
1554884
1356966
1614023
1492559
1840645
3794808
3138881
4225178
3135854
2522817
2910084
3820778
3522796
2439679
3870599
3091994
3442306
4234441
3769967
4415636
4261290
3668485
5282876
4185725
3152116
4104234
3903300
4546445
4875070
3437594
4704066
3508010
3332673
4765431
4498607
4740722
3810011
4512614
5123366
2730690
3470238
4032606
4152569
3472544
4419311
3501225
2818913
3736740
4042891
4540354
3883009
3904253
4549084
4472282
3595389
4524139
5427889
3458124
5118098
3181855
3612897
3990912
3543470
4174232
3093484
4006183
3043826
3429763
3705104
2661363
3286812
2604533
2867317
3372311
3421982
2732911
3500897
3740595
3104363
2982761
3404777
3434652
2704578
3518450
3091726
3070090
2780666
2992350
3257778
2786401
2719094
2966746
3354174
2769712
2750437
2612365
3331196
3163972
3344332
3203942
3243907
2838692
3623321
2588155
3306998
3456546
3692502
3645257
2906497
3356584
3317027
2984867
4038847
3681494
3332741
4915408
2494075
3370392
3627943
3229229
4021118
3291796
2829188
4064953
2257370
3593596
2285977
1535658
2510753
2023276
1685782
1139654
1735947
2288180
3419034
2060512
2022066
1977625
752807
2373009
2157006
2353730
1654212
1475845
861138
2021956
5054521
1924455
2242830
1426426
688322
624550
1008997
680360
1395158
1944624
1990077
1934155
1234103
1116314
1001148
1197046
945952
1620958
1260985
2589660
910642
2811559
1524270
674681
10087815
9986212
10443332
9373846
10510517
10841795
12040985
10468873
12740254
9217864
1291964
3201322
3366522
1385081
1160500
1293713
969275
1051882
742585
3113963
2312873
3211461
2696907
931144
1656821
1377809
1485518
1175627
1879702
1962384
1346701
1328207
878361
895444
1290551
1523860
1119494
1647460
1288662
1211263
1335552
1132630
10355699
1059260
1054096
844612
1012716
1112654
1058622
2383868
5567105
4407423
1338634
1422132
1207422
897674
1152324
1250664
1171012
1261488
1242712
1258289
742236
2607265
908494
1318426
762615
1576804
1260291
1745261
846770
713813
1598017
2214705
1586904
1458424
1623279
947201
2688623
1697647
1267020
864405
1275646
4190138
1913557
2407281
2646229
1564463
1276875
930738
2553319
974019
785769
790501
822046
1166547
1342630
4134222
904054
2064248
1304144
1234903
1046072
3070181
831127
1537513
1641496
1250808
882403
1003443
1267918
872714
998409
947861
987967
943029
1683760
1464062
1721068
965521
1448405
1414161
1294227
1291250
1279607
1244184
1798836
1246454
1239879
2890924
1370428
1121585
1252017
1213109
1349952
1649543
3642535
891559
908802
922683
1304395
1413711
2578161
1138923
1105512
1462839
1819935
4668649
1226611
1524490
1794173
1350928
1688431
4006279
887648
2697570
3421880
3534039
1194952
2138644
1543672
1527375
1273909
1337254
1333307
1453392
1588437
2484674
1492934
3148598
1035983
989287
1139834
1971348
1200386
1583282
1159202
1485526
1591933
1480613
1174853
1523388
1296231
1131835
3141569
1157872
995023
1283220
1809401
1279130
1888711
1153825
1424377
1101081
1173710
1257297
1156414
1204740
1361202
1281478
1361066
1345415
1161199
1007714
1322065
1710334
1194907
854571
1079906
1070064
2097653
3490757
2450900
1288319
1169577
2208727
2178210
1403119
1475847
1405662
1729578
968769
1022389
2700957
2956271
1278171
909346
1393795
1241759
1604257
694910
1091267
1448246
1813051
1727137
1432191
1677647
1448548
1431976
1149722
1154422
3926068
1079987
1448745
1183954
1260528
2260152
2227060
2385794
2436039
1851017
1386439
3757321
1207961
2040001
1073376
1374544
2113092
1110763
2652835
1918170
1066091
1745285
1172731
1639598
1263256
2271993
874995
903918
1047527
1120604
1063324
797846
6792675
7920961
7375176
7832978
6001461
7141373
6172461
7940127
6675564
6139742
4642070
9936039
5593060
8909323
5844720
7171817
17295214
7787654
7596813
4366604
4325886
1486625
1393755
1251228
1189692
1162129
1232752
1040360
816481
765777
756539
721678
1129971
743986
7373197
1088804
1210513
1059962
1404329
1069979
